date,mean,median,sum,std,max,min
2000-01-16,227749.15670650732,2408.0,514485345.0,5223592.59731441,222716931.0,0.0
2000-01-31,28750.533609100312,1710.0,83405298.0,469558.5479082132,24000000.0,1.0
2000-02-15,35854.3860342556,1292.0,136067395.0,560038.5888885964,20362115.0,1.0
2000-03-01,13750.049750113585,1025.0,60527719.0,155657.79918439552,6586000.0,1.0
2000-03-16,15006.249197860963,1032.0,42092529.0,196683.3657569276,6690270.0,5.0
2000-03-31,11083.733230531996,975.0,43126806.0,125989.83349564506,4935328.0,0.0
2000-04-15,27216.52511547344,935.0,94278043.0,999494.455903358,58522500.0,0.0
2000-04-30,14253.595868068141,1006.0,39325671.0,215637.35924094138,7600000.0,3.0
2000-05-15,15688.081165452653,1000.0,45228738.0,351447.469425931,17597018.0,1.0
2000-05-30,161279.24743918053,1120.5,503836369.0,2932112.5951332645,131289377.0,1.0
2000-06-14,10222.69909552173,1170.0,46339495.0,133304.47390516708,5000000.0,1.0
2000-06-29,8058.1929592959295,1068.0,36624487.0,95522.46031643618,2999262.0,1.0
2000-07-14,11515.141463414635,1100.0,59015100.0,146043.9426253121,5690410.0,0.0
2000-07-29,6166.388784165882,1015.0,26170154.0,77619.01913264055,3500000.0,0.0
2000-08-13,23390.75168690958,1150.0,103995282.0,776047.5119231283,51000000.0,0.0
2000-08-28,90456.51710435383,1050.0,523562321.0,3229170.5296078157,224165000.0,3.0
2000-09-12,14682.425294612794,1000.0,69770885.0,332293.66235818225,21741370.0,3.0
2000-09-27,9159.515645013724,1016.0,50056753.0,94454.09183130336,4324400.0,1.0
2000-10-12,10184.184404636459,1020.0,48323955.0,227382.79727319125,15000000.0,0.0
2000-10-27,48063.778685336445,1058.5,247143950.0,2686748.0591877424,192502852.0,1.0
2000-11-11,13899.276399026763,995.5,57126026.0,254262.60038926383,14200000.0,0.0
2000-11-26,22158.785642871426,1051.0,110816087.0,468328.5283799119,27346204.0,0.0
2000-12-11,19453.241373877423,1152.0,123469723.0,317466.23772679,16487923.0,4.0
2000-12-26,24264.04810725552,1600.0,184600878.0,342775.20564343414,21221275.0,1.0
2001-01-10,337432.58027042466,2400.0,1771858479.0,11999950.347928802,844890117.0,0.0
2001-01-25,35255.95364110489,1465.0,182520072.0,514475.89321472205,27000000.0,0.0
2001-02-09,37175.24108761329,1253.0,246100096.0,921183.2336630304,62348671.0,0.0
2001-02-24,51858.63406060606,1140.0,427833731.0,3406719.308893983,308640665.0,0.0
2001-03-11,12556.593297791318,1000.0,82434035.0,363352.36950449867,27950000.0,0.0
2001-03-26,11346.635836672065,991.0,133107385.0,288117.46218286786,23497250.0,0.0
2001-04-10,8600.180619699388,900.0,102419551.0,156442.30004651294,8400000.0,0.0
2001-04-25,7809.157570093458,961.5,83557986.0,186109.856952602,17459003.0,0.0
2001-05-10,9212.562568008705,900.0,93129795.0,251732.38861512774,18205988.0,0.0
2001-05-25,20243.55707648913,890.0,244015837.0,1040791.1529958356,102600000.0,0.0
2001-06-09,6201.471401177015,800.0,93784852.0,105586.40092931352,5806305.0,0.0
2001-06-24,4879.691496112962,855.5,61513391.0,97065.46177339304,6627200.0,0.0
2001-07-09,7198.322500276824,876.0,130016101.0,221615.9088463985,23500763.0,0.0
2001-07-24,5381.330133624216,840.0,98666688.0,116015.23529820975,11500000.0,0.0
2001-08-08,9304.497497219132,874.0,133835892.0,459124.10865904693,54000000.0,0.0
2001-08-23,27580.074818105724,841.0,428346142.0,1179887.1952598859,111434532.0,0.0
2001-09-07,15170.896915030698,882.0,200149643.0,709518.8244379172,77461985.0,0.0
2001-09-22,10903.68740314368,844.0,147755868.0,623733.5358470846,71500000.0,0.0
2001-10-07,15430.96006101789,900.0,222545306.0,750175.218488774,80000000.0,0.0
2001-10-22,13808.927228575905,972.0,176284765.0,392081.54837798525,36863400.0,0.0
2001-11-06,10659.085690192009,990.0,164320465.0,287936.90329084295,19448520.0,0.0
2001-11-21,4816.86955246642,1000.0,82122809.0,78386.5123886694,7440720.0,0.0
2001-12-06,4677.316958330063,1031.0,119206100.0,59048.575083000906,4408000.0,0.0
2001-12-21,18923.478753437215,1179.0,516137883.0,559978.7744000764,70000000.0,0.0
2002-01-05,46999.10572177668,1667.0,609484403.0,1522117.9376233094,159286000.0,0.0
2002-01-20,127310.82228788518,2520.0,301599338.0,2466624.6738957926,99346378.0,0.0
2002-02-04,18675.086791960322,1100.0,143088515.0,159907.20333929447,5650000.0,0.0
2002-02-19,20810.91061452514,1006.5,149006120.0,540617.7890584957,36910000.0,0.0
2002-03-06,28114.08711036226,1000.0,333714214.0,670615.65662867,47561126.0,0.0
