date,mean,median,sum,std,max,min
2000-10-07,,,0.0,,0,0
2000-10-08,,,0.0,,0,0
2000-10-09,4507.950396825397,1000.0,2272007.0,25529.99223523716,0,0
2000-10-10,2839.201663201663,935.0,1365656.0,8173.320020459076,0,0
2000-10-11,8540.927685950413,1053.0,4133809.0,58766.90017813108,0,0
2000-10-12,,,0.0,,0,0
2000-10-13,10099.371040723981,1122.0,2231961.0,50092.58123572596,0,0
2000-10-14,,,0.0,,0,0
2000-10-15,,,0.0,,0,0
2000-10-16,5836.3659043659045,1069.0,2807292.0,46290.16885489353,0,0
2000-10-17,9437.17737789203,1000.0,3671062.0,79846.54641203949,0,0
2000-10-18,6296.772569444444,1122.5,3626941.0,39582.49172458822,0,0
2000-10-19,17651.88560157791,975.0,8949506.0,123968.06355294812,0,0
2000-10-20,6928.829076620825,1030.0,3526774.0,35666.95955957311,0,0
2000-10-21,,,0.0,,0,0
2000-10-22,,,0.0,,0,0
2000-10-23,380356.861003861,935.0,197024854.0,8449762.652072338,0,0
2000-10-24,5435.811881188119,934.0,2745085.0,30773.28041736531,0,0
2000-10-25,23814.28846153846,1154.5,13621773.0,295462.3022947313,0,0
2000-10-26,5240.557339449541,1129.5,2284883.0,33903.851359516375,0,0
2000-10-27,15546.306074766355,1198.0,6653819.0,114247.08608855812,0,0
2000-10-28,,,0.0,,0,0
2000-10-29,,,0.0,,0,0
2000-10-30,11050.996460176992,920.0,6243813.0,83886.29144795962,0,0
2000-10-31,8949.660649819494,1295.0,4958112.0,52941.71857886177,0,0
2000-11-01,7572.243842364532,1218.5,3074331.0,43934.232791385286,0,0
2000-11-02,,,0.0,,0,0
2000-11-03,2874.090909090909,802.5,63230.0,3452.107681733146,0,0
2000-11-04,,,0.0,,0,0
2000-11-05,,,0.0,,0,0
2000-11-06,40769.27385159011,989.5,23075409.0,632646.4683377105,0,0
2000-11-07,18231.08091286307,1150.0,8787381.0,222730.0698557,0,0
2000-11-08,3927.700787401575,922.5,1995272.0,25835.72649370859,0,0
2000-11-09,6694.6335616438355,900.0,3909666.0,68246.05314341185,0,0
2000-11-10,11864.803782505911,790.0,5018812.0,112485.74278140509,0,0
2000-11-11,,,0.0,,0,0
2000-11-12,,,0.0,,0,0
2000-11-13,33023.69011725293,1050.0,19715143.0,328704.8790104316,0,0
2000-11-14,12799.909734513274,968.0,7231949.0,137764.78497921317,0,0
2000-11-15,,,0.0,,0,0
2000-11-16,10971.592936802974,1170.0,5902717.0,108373.51232032137,0,0
2000-11-17,8750.360258481422,980.0,5416473.0,85235.20380972713,0,0
2000-11-18,,,0.0,,0,0
2000-11-19,,,0.0,,0,0
2000-11-20,5087.799097065463,1016.0,2253895.0,21003.76597980362,0,0
2000-11-21,7867.274809160305,1150.5,4122452.0,62740.01363573541,0,0
2000-11-22,41308.7374749499,1426.0,20613060.0,642747.1650597128,0,0
2000-11-23,63419.9984496124,995.0,40905899.0,1113327.7215415216,0,0
2000-11-24,8151.486865148861,980.0,4654499.0,42328.572052842326,0,0
2000-11-25,,,0.0,,0,0
2000-11-26,,,0.0,,0,0
2000-11-27,4809.537769784172,994.5,2674103.0,35796.52173027406,0,0
2000-11-28,21261.116941529235,1106.0,14181165.0,333240.9535384775,0,0
2000-11-29,30706.097142857143,1018.5,21494268.0,624054.567847109,0,0
2000-11-30,24262.333819241983,1200.0,16643961.0,293062.9334510884,0,0
2000-12-01,10758.774086378737,1143.5,6476782.0,83898.0751820205,0,0
2000-12-02,,,0.0,,0,0
2000-12-03,,,0.0,,0,0
2000-12-04,21397.447463768116,990.0,11811391.0,192436.8260448939,0,0
2000-12-05,11302.590196078432,1207.0,5764321.0,76874.61150857808,0,0
2000-12-06,6739.084033613445,1307.0,4009755.0,39858.45774931944,0,0
2000-12-07,15692.409722222223,1055.0,9038828.0,205416.18182681673,0,0
2000-12-08,35315.17287234042,1450.0,13278505.0,276124.2504951723,0,0
2000-12-09,,,0.0,,0,0
2000-12-10,,,0.0,,0,0
2000-12-11,34338.98292220114,1340.0,18096644.0,535523.6725331517,0,0
2000-12-12,12073.812598425196,1224.0,7666871.0,71652.0443842466,0,0
2000-12-13,8382.872282608696,1303.0,6169794.0,33088.12034827693,0,0
2000-12-14,14522.263736263736,1335.0,9250682.0,77123.35859172198,0,0
2000-12-15,20956.727272727272,1700.0,15214584.0,210218.70884903244,0,0
2000-12-16,,,0.0,,0,0
2000-12-17,,,0.0,,0,0
2000-12-18,43009.64670658683,1788.5,28730444.0,511110.7325443908,0,0
2000-12-19,11373.028465346535,1444.0,9189407.0,55410.7287715608,0,0
2000-12-20,16156.941724941726,1725.0,13862656.0,123986.30823163643,0,0
2000-12-21,52692.34417040359,1500.0,47001571.0,797674.5999166865,0,0
2000-12-22,20777.85510996119,1934.0,16061282.0,177214.57824089788,0,0
2000-12-23,,,0.0,,0,0
2000-12-24,,,0.0,,0,0
2000-12-25,,,0.0,,0,0
2000-12-26,35946.95657142857,2245.0,31453587.0,283492.7336237846,0,0
2000-12-27,237005.98323353293,2400.0,197899996.0,2967994.8433093796,0,0
2000-12-28,35613.651204281894,2391.0,39922903.0,314807.489723066,0,0
2000-12-29,370113.6983002833,2872.5,522600542.0,4766516.370131803,0,0
2000-12-30,,,0.0,,0,0
2000-12-31,,,0.0,,0,0
2001-01-01,,,0.0,,0,0
2001-01-02,160118.92747252746,2700.0,72854112.0,2005462.427594332,0,0
2001-01-03,143779.50793650793,2000.0,36232436.0,1898197.1561131545,0,0
2001-01-04,36748.9670781893,2000.0,8929999.0,266694.24486978643,0,0
2001-01-05,124163.752,2796.5,31040938.0,1084526.2342200314,0,0
2001-01-06,,,0.0,,0,0
2001-01-07,,,0.0,,0,0
2001-01-08,23852.301136363636,2604.5,4198005.0,161309.39242255295,0,0
2001-01-09,10223.44864864865,1466.0,1891338.0,48571.73747610191,0,0
2001-01-10,2659280.155279503,1660.0,856288210.0,47009794.887860514,0,0
2001-01-11,132006.88656716418,1833.0,44222307.0,1551889.5637374108,0,0
2001-01-12,30236.655737704918,1500.0,12911052.0,199697.51707019526,0,0
2001-01-13,,,0.0,,0,0
2001-01-14,,,0.0,,0,0
2001-01-15,99109.30325814536,2090.0,39544612.0,1053648.7311895192,0,0
2001-01-16,37114.60925449871,1376.0,14437583.0,257723.24998775014,0,0
2001-01-17,31675.268774703556,1398.5,16027686.0,213243.1966027859,0,0
2001-01-18,21624.030612244896,1528.5,10595775.0,137702.1832706777,0,0
2001-01-19,18074.396761133605,1000.0,8928752.0,134512.74200256664,0,0
2001-01-20,,,0.0,,0,0
2001-01-21,,,0.0,,0,0
2001-01-22,18046.5,1500.0,10503063.0,111801.64141106678,0,0
2001-01-23,25947.39879759519,1560.0,12947752.0,185949.27687273824,0,0
2001-01-24,6204.833659491193,1260.0,3170670.0,20812.64239526806,0,0
2001-01-25,16937.284403669724,1032.0,9230820.0,103271.40786980129,0,0
2001-01-26,111537.48944337812,1346.0,58111032.0,1366424.5792507369,0,0
2001-01-27,,,0.0,,0,0
2001-01-28,,,0.0,,0,0
2001-01-29,12029.981666666667,1200.0,7217989.0,87141.26779213929,0,0
2001-01-30,10452.747603833866,1270.0,6543420.0,53152.284160628566,0,0
2001-01-31,23903.444297082227,1768.0,18023197.0,308030.12262007286,0,0
2001-02-01,23134.083333333332,1282.5,14158059.0,166768.04204896203,0,0
2001-02-02,11925.506172839507,1336.0,6761762.0,97822.68987790294,0,0
2001-02-03,,,0.0,,0,0
2001-02-04,,,0.0,,0,0
2001-02-05,10984.306839186691,1170.0,5942510.0,61022.355829344626,0,0
2001-02-06,174072.98086124402,1088.0,109143759.0,2683043.9249334675,0,0
2001-02-07,8353.986135181976,1200.0,4820250.0,62571.90255413507,0,0
2001-02-08,10773.371552975326,1089.0,7422853.0,66748.82009253674,0,0
2001-02-09,15721.867588932806,1405.0,7955265.0,108252.05599009775,0,0
2001-02-10,,,0.0,,0,0
2001-02-11,,,0.0,,0,0
2001-02-12,8341.75491679274,1290.0,5513900.0,47004.066255754246,0,0
2001-02-13,6189.882280049566,1150.0,4995235.0,24969.04661028904,0,0
2001-02-14,22534.629888268155,1107.5,16134795.0,262226.9581675069,0,0
2001-02-15,11895.079905992949,1071.0,10122713.0,96532.90297855534,0,0
2001-02-16,9088.3681462141,1249.0,6961690.0,75102.05152354111,0,0
2001-02-17,,,0.0,,0,0
2001-02-18,,,0.0,,0,0
2001-02-19,13054.449275362318,1080.0,12610598.0,98540.46916575366,0,0
2001-02-20,16382.800441014333,1200.0,14859200.0,127390.036369643,0,0
2001-02-21,16319.29845814978,1150.0,14817923.0,292127.1279540933,0,0
2001-02-22,29224.601995565412,1000.0,26360591.0,610994.1634342496,0,0
2001-02-23,411823.8720626632,1080.0,315457086.0,11144422.882777441,0,0
2001-02-24,,,0.0,,0,0
2001-02-25,,,0.0,,0,0
2001-02-26,6511.461538461538,2500.0,84649.0,13743.587347253904,0,0
2001-02-27,,,0.0,,0,0
2001-02-28,11334.516363636363,1000.0,3116992.0,47174.29202554661,0,0
2001-03-01,15291.691489361701,1048.0,14374190.0,153888.71451711573,0,0
2001-03-02,4146.621026894865,990.0,3391936.0,17832.132993995645,0,0
2001-03-03,,,0.0,,0,0
2001-03-04,,,0.0,,0,0
2001-03-05,6162.523522316043,1000.0,5108732.0,30169.469536389042,0,0
2001-03-06,6808.188571428572,1027.0,5957165.0,57304.67411118907,0,0
2001-03-07,5439.938232161874,960.0,5108102.0,39866.57378500286,0,0
2001-03-08,5827.023883696781,931.0,5611424.0,37548.96299663949,0,0
2001-03-09,43462.042716319826,1000.0,39680845.0,956924.68049562,0,0
2001-03-10,,,0.0,,0,0
2001-03-11,,,0.0,,0,0
2001-03-12,6395.859237536657,1000.0,6542964.0,42990.83701357524,0,0
2001-03-13,7195.0011198208285,1078.0,6425136.0,38961.109380798305,0,0
2001-03-14,8683.590459045905,1000.0,9647469.0,145044.82801572213,0,0
2001-03-15,16915.744347826087,1000.0,19453106.0,356308.4373017469,0,0
