date,mean,median,sum,std,max,min
2000-01-08,340289.16561085975,2927.0,376019528.0,7134908.982216393,222716931.0,1.0
2000-01-15,119987.70970537262,2095.0,138465817.0,2155027.781652014,52540192.0,0.0
2000-01-22,25499.787091366303,2000.0,30421246.0,151705.37067838263,4020000.0,2.0
2000-01-29,35397.857853589194,1470.0,49804786.0,659414.773572252,24000000.0,1.0
2000-02-05,34817.345528455284,1459.5,51390402.0,497077.4900163534,17492672.0,1.0
2000-02-12,40084.5876344086,1272.5,74557333.0,659528.8355398976,20362115.0,1.0
2000-02-19,12309.219498910676,1116.5,22599727.0,104230.40263835118,2950785.0,1.0
2000-02-26,14092.009960159363,1000.0,28296756.0,144402.28592626564,4000000.0,1.0
2000-03-04,15534.017267648553,1185.0,30586480.0,181447.27064913098,6586000.0,11.0
2000-03-11,7325.3715925394545,1024.0,5105784.0,45775.456040701865,942700.0,11.0
2000-03-18,17770.853982300883,936.5,32129704.0,242331.2799559369,6690270.0,5.0
2000-03-25,7224.541482300885,977.5,13061971.0,77461.90620279223,3000000.0,10.0
2000-04-01,15742.239030023095,1000.0,27265558.0,167008.94993393737,4935328.0,0.0
2000-04-08,43863.37088678193,900.0,78647024.0,1386578.5633744022,58522500.0,0.0
2000-04-15,9354.290245362059,980.0,15631019.0,85608.51395788818,2937989.0,3.0
2000-04-22,5393.530386740332,1080.0,5857374.0,26683.905953376365,562676.0,3.0
2000-04-29,20004.95935445308,980.0,33468297.0,275930.4019135494,7600000.0,10.0
2000-05-06,21565.118913857677,1030.5,23031547.0,538711.9136071199,17597018.0,3.0
2000-05-13,12600.190755208334,945.0,19353893.0,172407.37929458614,6172885.0,1.0
2000-05-20,344238.3265625,1233.5,440625058.0,4511229.31708592,131289377.0,2.0
2000-05-27,24809.998563218393,1125.5,34535518.0,546844.6231363958,20064000.0,11.0
2000-06-03,27332.413446267867,1156.0,51630929.0,429621.0530243313,16800000.0,1.0
2000-06-10,5740.72671127123,1156.0,11154232.0,44131.57513727215,1498171.0,1.0
2000-06-17,10201.352409638554,1100.0,23707943.0,158739.74165459687,5000000.0,1.0
2000-06-24,7082.840985442329,1077.0,12649954.0,94052.86421957816,2916744.0,1.0
2000-07-01,8739.121146330874,1134.0,20126196.0,88450.96584414518,2999262.0,3.0
2000-07-08,8932.297212230216,1090.0,19865429.0,97000.82678675523,3421109.0,0.0
2000-07-15,13940.563894523326,1089.0,34363490.0,186467.66356364437,5690410.0,0.0
2000-07-22,6309.457276995305,1017.0,13439144.0,68422.0288570421,2350000.0,0.0
2000-07-29,6022.237464522233,1008.0,12731010.0,85895.13658087024,3500000.0,0.0
2000-08-05,9181.758005489479,1100.0,20071323.0,82310.5698817556,2626810.0,3.0
2000-08-12,37134.49513274337,1189.0,83923959.0,1085284.493507451,51000000.0,0.0
2000-08-19,7496.916940789473,1098.5,18232502.0,68027.35993920534,1986827.0,4.0
2000-08-26,177429.05198996057,1000.0,494849626.0,4649249.272178291,224165000.0,3.0
2000-09-02,22427.039936733887,1083.0,56717984.0,451690.80401694705,21741370.0,3.0
2000-09-09,5510.481947483589,992.5,10073161.0,36087.81338333143,1000000.0,3.0
2000-09-16,12532.570270270271,1006.5,32459357.0,139188.6219201331,4324400.0,1.0
2000-09-23,4540.898032918507,987.0,11311377.0,28930.589796003827,828509.0,8.0
2000-09-30,19234.038949671773,1040.0,43949779.0,331965.67900991975,15000000.0,7.0
2000-10-07,6995.573812580231,1040.0,16348656.0,67399.14635321005,2400000.0,0.0
2000-10-14,5919.191124260355,1000.5,10003433.0,39219.08073680212,853000.0,1.0
2000-10-21,9172.045085296508,1041.5,22581575.0,72389.55212100885,1574000.0,1.0
2000-10-28,90414.97112647418,1068.0,222330414.0,3884056.2092562816,192502852.0,10.0
2000-11-04,9269.221719457013,1105.0,14339486.0,63898.700061994736,1700000.0,1.0
2000-11-11,16693.92898946547,956.0,42786540.0,318097.44097189367,14200000.0,0.0
2000-11-18,16501.199655023716,1010.0,38266282.0,192873.61368105368,5490347.0,0.0
2000-11-25,27050.63571961223,1085.5,72549805.0,613808.1886446106,27346204.0,6.0
2000-12-02,19143.655870445345,1080.0,61470279.0,357688.8692589185,16487923.0,9.0
2000-12-09,16827.443464929092,1200.0,43902800.0,172451.6205369956,4710000.0,4.0
2000-12-16,17294.871205151794,1380.0,56398575.0,242215.57490737943,12220800.0,1.0
2000-12-23,28718.519629907478,1658.0,114845360.0,442518.1362040092,21221275.0,7.0
2000-12-30,186631.39948149893,2480.0,791877028.0,3059323.9299058183,137183890.0,1.0
2001-01-06,124214.57083333333,2256.5,149057485.0,1594737.3067245493,41100000.0,0.0
2001-01-13,636339.7314878893,1719.0,919510912.0,22230651.312109567,844890117.0,0.0
2001-01-20,39303.954345917475,1500.0,89534408.0,474027.3270026183,20520000.0,0.0
2001-01-27,35351.14258841234,1361.5,93963337.0,615571.5161699108,22005312.0,0.0
2001-02-03,16683.895853118076,1380.0,52704427.0,178300.09692574452,8400000.0,0.0
2001-02-10,46015.18265306122,1192.0,135284637.0,1242659.7784421223,62348671.0,0.0
2001-02-17,11504.42857142857,1171.0,43728333.0,129322.96168997802,5550000.0,0.0
2001-02-24,86335.22094852776,1100.0,384105398.0,4637264.361049657,308640665.0,0.0
2001-03-03,10248.175464320626,1000.0,20967767.0,106463.31379060414,3600000.0,1.0
2001-03-10,13601.741093162203,990.0,61466268.0,432047.0740538171,27950000.0,0.0
2001-03-17,12167.700304645849,1006.0,63904762.0,272835.39119491406,14680425.0,0.0
2001-03-24,11558.118203309692,948.0,63558092.0,325043.57841516467,23497250.0,0.0
2001-03-31,6577.678120356612,900.0,35414219.0,94995.92372564183,6040899.0,0.0
2001-04-07,12466.771139530445,902.0,65313414.0,215791.33835562493,8400000.0,0.0
2001-04-14,3388.1976861167004,925.0,13471474.0,16544.060661296022,600000.0,1.0
2001-04-21,7330.513582035494,970.5,40479096.0,91417.03090511817,3991000.0,2.0
